customer_key,user_id,region,primary_device,first_touch_date,last_touch_date,total_touchpoints,conversion_flag,conversion_date,revenue,channel,campaign,first_touch_date_quarter,first_touch_date_month_name,first_touch_date_day_name,first_touch_date_day_of_week,first_touch_date_week,first_touch_date_hour,first_touch_date_is_weekend,last_touch_date_quarter,last_touch_date_month_name,last_touch_date_day_name,last_touch_date_day_of_week,last_touch_date_week,last_touch_date_hour,last_touch_date_is_weekend,conversion_date_quarter,conversion_date_month_name,conversion_date_day_name,conversion_date_day_of_week,conversion_date_week,conversion_date_hour,conversion_date_is_weekend
5874,U05874,North America,Tablet,2025-03-09 04:23:10+00:00,2025-03-15 14:23:00+00:00,6,False,,0.0,Tiktok Ads,UGC Campaign,1,March,Sunday,6,10,4,True,1,March,Saturday,5,11,14,True,,,,,,,False
5875,U05875,Asia Pacific,Tablet,2025-02-25 10:18:40+00:00,2025-03-09 02:18:00+00:00,7,False,,0.0,Facebook Ads,Retargeting,1,February,Tuesday,1,9,10,False,1,March,Sunday,6,10,2,True,,,,,,,False
5876,U05876,Asia Pacific,Mobile,2025-01-14 03:10:00+00:00,2025-01-18 18:10:21+00:00,2,True,2025-01-15 14:10:00+00:00,295.31,Facebook Ads,Lookalike Audience,1,January,Tuesday,1,3,3,False,1,January,Saturday,5,3,18,True,1.0,January,Wednesday,2.0,3,14.0,False
5877,U05877,North America,Tablet,2025-05-29 07:04:31+00:00,2025-06-07 17:04:00+00:00,5,False,,0.0,Tiktok Ads,UGC Campaign,2,May,Thursday,3,22,7,False,2,June,Saturday,5,23,17,True,,,,,,,False
5878,U05878,Asia Pacific,Mobile,2025-01-14 04:56:13+00:00,2025-01-30 15:56:13+00:00,7,False,,0.0,Facebook Ads,Lookalike Audience,1,January,Tuesday,1,3,4,False,1,January,Thursday,3,5,15,False,,,,,,,False
5879,U05879,North America,Tablet,2025-04-21 23:32:19+00:00,2025-04-26 22:32:19+00:00,2,False,,0.0,Organic,SEO Blog,2,April,Monday,0,17,23,False,2,April,Saturday,5,17,22,True,,,,,,,False
5880,U05880,South America,Tablet,2025-02-01 14:26:00+00:00,2025-02-10 19:26:12+00:00,4,False,,0.0,Google Ads,Generic Search,1,February,Saturday,5,5,14,True,1,February,Monday,0,7,19,False,,,,,,,False
5881,U05881,Europe,Mobile,2025-01-27 18:02:00+00:00,2025-02-15 09:02:56+00:00,7,False,,0.0,Organic,SEO Blog,1,January,Monday,0,5,18,False,1,February,Saturday,5,7,9,True,,,,,,,False
5882,U05882,South America,Tablet,2025-01-18 12:51:00+00:00,2025-01-24 08:51:00+00:00,4,True,2025-01-26 18:51:00+00:00,607.6,Organic,SEO Blog,1,January,Saturday,5,3,12,True,1,January,Friday,4,4,8,False,1.0,January,Sunday,6.0,4,18.0,True
5883,U05883,North America,Desktop,2025-05-10 18:16:00+00:00,2025-05-30 17:16:44+00:00,7,False,,0.0,Facebook Ads,Lookalike Audience,2,May,Saturday,5,19,18,True,2,May,Friday,4,22,17,False,,,,,,,False
5884,U05884,North America,Tablet,2025-05-25 07:43:00+00:00,2025-06-07 08:43:01+00:00,6,False,,0.0,Organic,Organic Landing,2,May,Sunday,6,21,7,True,2,June,Saturday,5,23,8,True,,,,,,,False
5885,U05885,Asia Pacific,Desktop,2025-04-24 16:04:00+00:00,2025-05-03 12:04:00+00:00,4,False,,0.0,Organic,SEO Blog,2,April,Thursday,3,17,16,False,2,May,Saturday,5,18,12,True,,,,,,,False
5886,U05886,South America,Desktop,2025-02-13 10:08:58+00:00,2025-02-22 06:08:58+00:00,7,False,,0.0,Google Ads,Generic Search,1,February,Thursday,3,7,10,False,1,February,Saturday,5,8,6,True,,,,,,,False
5887,U05887,North America,Desktop,2025-02-05 17:50:00+00:00,2025-02-16 06:50:48+00:00,5,False,,0.0,Organic,Organic Landing,1,February,Wednesday,2,6,17,False,1,February,Sunday,6,7,6,True,,,,,,,False
5888,U05888,North America,Mobile,2025-04-28 21:00:33+00:00,2025-05-11 05:00:00+00:00,7,True,2025-05-09 09:00:33+00:00,723.2,Organic,Organic Landing,2,April,Monday,0,18,21,False,2,May,Sunday,6,19,5,True,2.0,May,Friday,4.0,19,9.0,False
5889,U05889,Asia Pacific,Mobile,2025-04-10 07:09:00+00:00,2025-04-20 03:09:11+00:00,7,False,,0.0,Organic,SEO Blog,2,April,Thursday,3,15,7,False,2,April,Sunday,6,16,3,True,,,,,,,False
5890,U05890,South America,Mobile,2025-02-23 19:05:29+00:00,2025-03-06 21:05:00+00:00,7,False,,0.0,Tiktok Ads,Influencer Push,1,February,Sunday,6,8,19,True,1,March,Thursday,3,10,21,False,,,,,,,False
5891,U05891,North America,Mobile,2025-03-20 09:48:00+00:00,2025-03-26 10:48:57+00:00,5,True,2025-03-26 13:48:57+00:00,150.86,Google Ads,Competitor Search,1,March,Thursday,3,12,9,False,1,March,Wednesday,2,13,10,False,1.0,March,Wednesday,2.0,13,13.0,False
5892,U05892,South America,Desktop,2025-01-01 22:32:37+00:00,2025-01-04 20:32:37+00:00,2,True,2025-01-05 06:32:37+00:00,1164.7,Facebook Ads,Lookalike Audience,1,January,Wednesday,2,1,22,False,1,January,Saturday,5,1,20,True,1.0,January,Sunday,6.0,1,6.0,True
5893,U05893,North America,Desktop,2025-05-10 22:44:00+00:00,2025-05-24 11:44:19+00:00,6,False,,0.0,Google Ads,Generic Search,2,May,Saturday,5,19,22,True,2,May,Saturday,5,21,11,True,,,,,,,False
5894,U05894,Asia Pacific,Tablet,2025-01-28 03:29:50+00:00,2025-02-03 17:29:50+00:00,5,False,,0.0,Tiktok Ads,Influencer Push,1,January,Tuesday,1,5,3,False,1,February,Monday,0,6,17,False,,,,,,,False
5895,U05895,Europe,Mobile,2025-03-16 13:29:27+00:00,2025-04-02 11:29:00+00:00,7,False,,0.0,Organic,SEO Blog,1,March,Sunday,6,11,13,True,2,April,Wednesday,2,14,11,False,,,,,,,False
5896,U05896,Europe,Tablet,2025-02-12 18:41:00+00:00,2025-02-23 11:41:00+00:00,4,False,,0.0,Google Ads,Brand Search,1,February,Wednesday,2,7,18,False,1,February,Sunday,6,8,11,True,,,,,,,False
5897,U05897,North America,Tablet,2025-03-28 00:27:25+00:00,2025-03-29 09:27:25+00:00,2,False,,0.0,Facebook Ads,Winter Sale,1,March,Friday,4,13,0,False,1,March,Saturday,5,13,9,True,,,,,,,False
5898,U05898,Asia Pacific,Mobile,2025-06-19 23:05:00+00:00,2025-06-24 04:05:34+00:00,2,False,,0.0,Tiktok Ads,Awareness Blast,2,June,Thursday,3,25,23,False,2,June,Tuesday,1,26,4,False,,,,,,,False
5899,U05899,North America,Desktop,2025-03-29 18:03:00+00:00,2025-04-06 09:03:00+00:00,5,False,,0.0,Google Ads,Generic Search,1,March,Saturday,5,13,18,True,2,April,Sunday,6,14,9,True,,,,,,,False
5900,U05900,South America,Tablet,2025-05-18 15:46:00+00:00,2025-06-09 01:46:04+00:00,6,False,,0.0,Organic,Organic Landing,2,May,Sunday,6,20,15,True,2,June,Monday,0,24,1,False,,,,,,,False
5901,U05901,Asia Pacific,Tablet,2025-05-20 18:27:30+00:00,2025-06-03 02:27:30+00:00,7,True,2025-06-05 19:27:30+00:00,561.86,Tiktok Ads,Influencer Push,2,May,Tuesday,1,21,18,False,2,June,Tuesday,1,23,2,False,2.0,June,Thursday,3.0,23,19.0,False
5902,U05902,North America,Desktop,2025-02-12 03:40:35+00:00,2025-02-25 18:40:00+00:00,7,False,,0.0,Organic,Organic Landing,1,February,Wednesday,2,7,3,False,1,February,Tuesday,1,9,18,False,,,,,,,False
5903,U05903,Asia Pacific,Mobile,2025-04-02 03:51:00+00:00,2025-04-19 10:51:00+00:00,6,False,,0.0,Facebook Ads,Lookalike Audience,2,April,Wednesday,2,14,3,False,2,April,Saturday,5,16,10,True,,,,,,,False
5904,U05904,Europe,Tablet,2025-06-01 00:34:00+00:00,2025-06-13 13:34:00+00:00,8,False,,0.0,Tiktok Ads,Influencer Push,2,June,Sunday,6,22,0,True,2,June,Friday,4,24,13,False,,,,,,,False
5905,U05905,North America,Tablet,2025-05-01 10:23:31+00:00,2025-05-09 23:23:31+00:00,5,True,2025-05-11 03:23:31+00:00,697.51,Tiktok Ads,Awareness Blast,2,May,Thursday,3,18,10,False,2,May,Friday,4,19,23,False,2.0,May,Sunday,6.0,19,3.0,True
5906,U05906,Europe,Desktop,2025-06-08 21:59:08+00:00,2025-06-17 13:59:08+00:00,5,False,,0.0,Facebook Ads,Winter Sale,2,June,Sunday,6,23,21,True,2,June,Tuesday,1,25,13,False,,,,,,,False
5907,U05907,South America,Mobile,2025-03-18 07:28:10+00:00,2025-03-20 09:28:10+00:00,2,False,,0.0,Organic,SEO Blog,1,March,Tuesday,1,12,7,False,1,March,Thursday,3,12,9,False,,,,,,,False
5908,U05908,North America,Mobile,2025-01-23 10:59:09+00:00,2025-01-28 08:59:09+00:00,3,False,,0.0,Google Ads,Brand Search,1,January,Thursday,3,4,10,False,1,January,Tuesday,1,5,8,False,,,,,,,False
5909,U05909,Asia Pacific,Mobile,2025-05-20 03:01:58+00:00,2025-06-06 20:01:58+00:00,7,False,,0.0,Google Ads,Competitor Search,2,May,Tuesday,1,21,3,False,2,June,Friday,4,23,20,False,,,,,,,False
5910,U05910,Asia Pacific,Desktop,2025-01-29 22:23:29+00:00,2025-02-14 13:23:00+00:00,6,False,,0.0,Google Ads,Generic Search,1,January,Wednesday,2,5,22,False,1,February,Friday,4,7,13,False,,,,,,,False
5911,U05911,Europe,Tablet,2025-06-25 14:40:42+00:00,2025-07-05 19:40:42+00:00,5,True,2025-07-07 10:40:42+00:00,158.71,Organic,SEO Blog,2,June,Wednesday,2,26,14,False,3,July,Saturday,5,27,19,True,3.0,July,Monday,0.0,28,10.0,False
5912,U05912,Europe,Mobile,2025-05-15 02:06:00+00:00,2025-05-29 00:06:00+00:00,7,False,,0.0,Google Ads,Brand Search,2,May,Thursday,3,20,2,False,2,May,Thursday,3,22,0,False,,,,,,,False
5913,U05913,Asia Pacific,Desktop,2025-06-10 21:03:10+00:00,2025-06-17 17:03:00+00:00,3,False,,0.0,Organic,Organic Landing,2,June,Tuesday,1,24,21,False,2,June,Tuesday,1,25,17,False,,,,,,,False
5914,U05914,South America,Tablet,2025-03-06 12:49:14+00:00,2025-03-14 17:49:14+00:00,5,False,,0.0,Facebook Ads,Winter Sale,1,March,Thursday,3,10,12,False,1,March,Friday,4,11,17,False,,,,,,,False
5915,U05915,North America,Desktop,2025-05-11 23:07:00+00:00,2025-05-21 19:07:00+00:00,5,False,,0.0,Facebook Ads,Lookalike Audience,2,May,Sunday,6,19,23,True,2,May,Wednesday,2,21,19,False,,,,,,,False
5916,U05916,Asia Pacific,Desktop,2025-02-26 13:42:00+00:00,2025-03-08 14:42:00+00:00,5,False,,0.0,Facebook Ads,Winter Sale,1,February,Wednesday,2,9,13,False,1,March,Saturday,5,10,14,True,,,,,,,False
5917,U05917,North America,Tablet,2025-05-31 03:15:00+00:00,2025-06-04 22:15:00+00:00,2,False,,0.0,Organic,Organic Landing,2,May,Saturday,5,22,3,True,2,June,Wednesday,2,23,22,False,,,,,,,False
5918,U05918,Europe,Desktop,2025-03-14 23:12:05+00:00,2025-03-17 08:12:00+00:00,2,False,,0.0,Google Ads,Competitor Search,1,March,Friday,4,11,23,False,1,March,Monday,0,12,8,False,,,,,,,False
5919,U05919,South America,Tablet,2025-04-04 02:05:00+00:00,2025-04-17 22:05:21+00:00,6,False,,0.0,Organic,Organic Landing,2,April,Friday,4,14,2,False,2,April,Thursday,3,16,22,False,,,,,,,False
5920,U05920,Europe,Desktop,2025-02-16 04:40:38+00:00,2025-02-20 03:40:00+00:00,2,False,,0.0,Facebook Ads,Winter Sale,1,February,Sunday,6,7,4,True,1,February,Thursday,3,8,3,False,,,,,,,False
5921,U05921,Asia Pacific,Tablet,2025-05-25 20:04:47+00:00,2025-06-02 11:04:47+00:00,5,False,,0.0,Google Ads,Generic Search,2,May,Sunday,6,21,20,True,2,June,Monday,0,23,11,False,,,,,,,False
5922,U05922,South America,Desktop,2025-01-23 21:08:02+00:00,2025-02-10 06:08:02+00:00,7,False,,0.0,Tiktok Ads,Awareness Blast,1,January,Thursday,3,4,21,False,1,February,Monday,0,7,6,False,,,,,,,False
5923,U05923,Asia Pacific,Desktop,2025-05-03 04:26:10+00:00,2025-05-10 00:26:10+00:00,3,False,,0.0,Organic,SEO Blog,2,May,Saturday,5,18,4,True,2,May,Saturday,5,19,0,True,,,,,,,False
5924,U05924,Asia Pacific,Desktop,2025-01-07 08:57:09+00:00,2025-01-09 10:57:00+00:00,2,False,,0.0,Facebook Ads,Lookalike Audience,1,January,Tuesday,1,2,8,False,1,January,Thursday,3,2,10,False,,,,,,,False
5925,U05925,Europe,Tablet,2025-05-17 11:57:47+00:00,2025-05-23 21:57:47+00:00,5,False,,0.0,Facebook Ads,Winter Sale,2,May,Saturday,5,20,11,True,2,May,Friday,4,21,21,False,,,,,,,False
5926,U05926,Asia Pacific,Mobile,2025-02-20 02:34:00+00:00,2025-03-11 01:34:08+00:00,7,True,2025-03-12 04:34:00+00:00,1069.61,Tiktok Ads,Awareness Blast,1,February,Thursday,3,8,2,False,1,March,Tuesday,1,11,1,False,1.0,March,Wednesday,2.0,11,4.0,False
5927,U05927,Asia Pacific,Mobile,2025-02-08 06:17:00+00:00,2025-02-23 20:17:19+00:00,7,True,2025-02-17 08:17:00+00:00,959.75,Google Ads,Generic Search,1,February,Saturday,5,6,6,True,1,February,Sunday,6,8,20,True,1.0,February,Monday,0.0,8,8.0,False
5928,U05928,Asia Pacific,Tablet,2025-06-29 10:14:00+00:00,2025-07-09 18:14:00+00:00,4,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Sunday,6,26,10,True,3,July,Wednesday,2,28,18,False,,,,,,,False
5929,U05929,Asia Pacific,Tablet,2025-04-27 12:14:37+00:00,2025-05-11 20:14:37+00:00,7,False,,0.0,Organic,SEO Blog,2,April,Sunday,6,17,12,True,2,May,Sunday,6,19,20,True,,,,,,,False
5930,U05930,Europe,Desktop,2025-05-20 00:34:00+00:00,2025-05-30 22:34:00+00:00,6,False,,0.0,Tiktok Ads,Awareness Blast,2,May,Tuesday,1,21,0,False,2,May,Friday,4,22,22,False,,,,,,,False
5931,U05931,North America,Mobile,2025-03-25 17:46:00+00:00,2025-03-28 04:46:00+00:00,3,True,2025-03-28 05:46:00+00:00,255.12,Organic,Organic Landing,1,March,Tuesday,1,13,17,False,1,March,Friday,4,13,4,False,1.0,March,Friday,4.0,13,5.0,False
5932,U05932,Europe,Desktop,2025-02-03 06:03:43+00:00,2025-02-14 07:03:00+00:00,6,False,,0.0,Google Ads,Brand Search,1,February,Monday,0,6,6,False,1,February,Friday,4,7,7,False,,,,,,,False
5933,U05933,Asia Pacific,Tablet,2025-05-14 18:19:00+00:00,2025-05-24 11:19:42+00:00,6,False,,0.0,Organic,SEO Blog,2,May,Wednesday,2,20,18,False,2,May,Saturday,5,21,11,True,,,,,,,False
5934,U05934,South America,Mobile,2025-05-26 22:05:45+00:00,2025-06-11 05:05:00+00:00,7,False,,0.0,Tiktok Ads,UGC Campaign,2,May,Monday,0,22,22,False,2,June,Wednesday,2,24,5,False,,,,,,,False
5935,U05935,Europe,Desktop,2025-06-05 06:33:00+00:00,2025-06-17 17:33:00+00:00,6,False,,0.0,Google Ads,Brand Search,2,June,Thursday,3,23,6,False,2,June,Tuesday,1,25,17,False,,,,,,,False
5936,U05936,South America,Tablet,2025-03-07 17:59:00+00:00,2025-03-20 03:59:58+00:00,6,False,,0.0,Facebook Ads,Retargeting,1,March,Friday,4,10,17,False,1,March,Thursday,3,12,3,False,,,,,,,False
5937,U05937,Europe,Mobile,2025-06-13 07:23:41+00:00,2025-06-22 09:23:00+00:00,5,False,,0.0,Google Ads,Competitor Search,2,June,Friday,4,24,7,False,2,June,Sunday,6,25,9,True,,,,,,,False
5938,U05938,South America,Desktop,2025-04-03 19:53:01+00:00,2025-04-11 01:53:00+00:00,4,True,2025-04-11 14:53:00+00:00,517.85,Facebook Ads,Winter Sale,2,April,Thursday,3,14,19,False,2,April,Friday,4,15,1,False,2.0,April,Friday,4.0,15,14.0,False
5939,U05939,North America,Desktop,2025-05-26 13:13:41+00:00,2025-06-07 23:13:41+00:00,6,False,,0.0,Organic,Organic Landing,2,May,Monday,0,22,13,False,2,June,Saturday,5,23,23,True,,,,,,,False
5940,U05940,South America,Mobile,2025-04-27 13:51:00+00:00,2025-05-14 09:51:42+00:00,6,False,,0.0,Organic,Organic Landing,2,April,Sunday,6,17,13,True,2,May,Wednesday,2,20,9,False,,,,,,,False
5941,U05941,South America,Tablet,2025-02-27 10:44:00+00:00,2025-03-09 23:44:23+00:00,5,False,,0.0,Tiktok Ads,UGC Campaign,1,February,Thursday,3,9,10,False,1,March,Sunday,6,10,23,True,,,,,,,False
5942,U05942,Asia Pacific,Mobile,2025-04-05 22:44:59+00:00,2025-04-09 18:44:59+00:00,2,False,,0.0,Facebook Ads,Retargeting,2,April,Saturday,5,14,22,True,2,April,Wednesday,2,15,18,False,,,,,,,False
5943,U05943,Europe,Mobile,2025-01-13 12:35:44+00:00,2025-01-20 22:35:44+00:00,5,False,,0.0,Tiktok Ads,Influencer Push,1,January,Monday,0,3,12,False,1,January,Monday,0,4,22,False,,,,,,,False
5944,U05944,South America,Mobile,2025-01-15 18:30:27+00:00,2025-01-25 15:30:27+00:00,4,False,,0.0,Facebook Ads,Winter Sale,1,January,Wednesday,2,3,18,False,1,January,Saturday,5,4,15,True,,,,,,,False
5945,U05945,South America,Mobile,2025-04-17 13:04:00+00:00,2025-04-30 09:04:00+00:00,7,False,,0.0,Facebook Ads,Winter Sale,2,April,Thursday,3,16,13,False,2,April,Wednesday,2,18,9,False,,,,,,,False
5946,U05946,North America,Mobile,2025-06-12 18:32:57+00:00,2025-06-19 10:32:00+00:00,6,True,2025-06-19 15:32:57+00:00,884.64,Organic,SEO Blog,2,June,Thursday,3,24,18,False,2,June,Thursday,3,25,10,False,2.0,June,Thursday,3.0,25,15.0,False
5947,U05947,South America,Mobile,2025-02-19 12:13:00+00:00,2025-02-22 06:13:00+00:00,2,False,,0.0,Facebook Ads,Winter Sale,1,February,Wednesday,2,8,12,False,1,February,Saturday,5,8,6,True,,,,,,,False
5948,U05948,South America,Mobile,2025-05-02 11:52:00+00:00,2025-05-05 08:52:06+00:00,2,True,2025-05-03 04:52:00+00:00,567.99,Organic,Organic Landing,2,May,Friday,4,18,11,False,2,May,Monday,0,19,8,False,2.0,May,Saturday,5.0,18,4.0,True
5949,U05949,Asia Pacific,Mobile,2025-02-22 01:02:00+00:00,2025-03-02 05:02:00+00:00,3,False,,0.0,Organic,Organic Landing,1,February,Saturday,5,8,1,True,1,March,Sunday,6,9,5,True,,,,,,,False
5950,U05950,South America,Mobile,2025-06-21 02:47:00+00:00,2025-07-02 20:47:18+00:00,4,False,,0.0,Organic,Organic Landing,2,June,Saturday,5,25,2,True,3,July,Wednesday,2,27,20,False,,,,,,,False
5951,U05951,South America,Tablet,2025-01-14 13:34:39+00:00,2025-01-25 16:34:39+00:00,5,True,2025-01-26 23:34:39+00:00,266.48,Organic,Organic Landing,1,January,Tuesday,1,3,13,False,1,January,Saturday,5,4,16,True,1.0,January,Sunday,6.0,4,23.0,True
5952,U05952,North America,Tablet,2025-04-11 22:27:49+00:00,2025-04-17 03:27:49+00:00,4,True,2025-04-19 12:27:49+00:00,1071.55,Google Ads,Competitor Search,2,April,Friday,4,15,22,False,2,April,Thursday,3,16,3,False,2.0,April,Saturday,5.0,16,12.0,True
5953,U05953,North America,Desktop,2025-02-19 03:24:22+00:00,2025-02-21 00:24:22+00:00,2,False,,0.0,Organic,SEO Blog,1,February,Wednesday,2,8,3,False,1,February,Friday,4,8,0,False,,,,,,,False
5954,U05954,North America,Mobile,2025-02-12 21:48:00+00:00,2025-02-28 20:48:00+00:00,7,False,,0.0,Organic,Organic Landing,1,February,Wednesday,2,7,21,False,1,February,Friday,4,9,20,False,,,,,,,False
5955,U05955,South America,Desktop,2025-01-31 08:56:00+00:00,2025-02-08 08:56:20+00:00,3,False,,0.0,Facebook Ads,Lookalike Audience,1,January,Friday,4,5,8,False,1,February,Saturday,5,6,8,True,,,,,,,False
5956,U05956,North America,Desktop,2025-06-13 15:48:04+00:00,2025-06-27 23:48:04+00:00,6,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Friday,4,24,15,False,2,June,Friday,4,26,23,False,,,,,,,False
5957,U05957,Asia Pacific,Mobile,2025-05-15 23:22:00+00:00,2025-05-22 15:22:00+00:00,3,False,,0.0,Tiktok Ads,UGC Campaign,2,May,Thursday,3,20,23,False,2,May,Thursday,3,21,15,False,,,,,,,False
5958,U05958,South America,Desktop,2025-02-06 10:42:46+00:00,2025-02-12 03:42:00+00:00,4,False,,0.0,Tiktok Ads,UGC Campaign,1,February,Thursday,3,6,10,False,1,February,Wednesday,2,7,3,False,,,,,,,False
5959,U05959,Europe,Desktop,2025-05-16 09:58:00+00:00,2025-05-27 09:58:00+00:00,6,False,,0.0,Organic,SEO Blog,2,May,Friday,4,20,9,False,2,May,Tuesday,1,22,9,False,,,,,,,False
5960,U05960,Europe,Tablet,2025-05-18 12:15:00+00:00,2025-05-28 09:15:50+00:00,5,False,,0.0,Google Ads,Generic Search,2,May,Sunday,6,20,12,True,2,May,Wednesday,2,22,9,False,,,,,,,False
5961,U05961,South America,Mobile,2025-04-18 21:35:51+00:00,2025-04-30 03:35:51+00:00,6,False,,0.0,Google Ads,Brand Search,2,April,Friday,4,16,21,False,2,April,Wednesday,2,18,3,False,,,,,,,False
5962,U05962,North America,Tablet,2025-01-30 14:34:56+00:00,2025-02-03 04:34:56+00:00,3,False,,0.0,Google Ads,Competitor Search,1,January,Thursday,3,5,14,False,1,February,Monday,0,6,4,False,,,,,,,False
5963,U05963,Asia Pacific,Desktop,2025-02-11 09:42:00+00:00,2025-02-17 04:42:00+00:00,3,True,2025-02-19 23:42:00+00:00,1128.14,Tiktok Ads,Influencer Push,1,February,Tuesday,1,7,9,False,1,February,Monday,0,8,4,False,1.0,February,Wednesday,2.0,8,23.0,False
5964,U05964,Europe,Desktop,2025-05-08 21:48:00+00:00,2025-05-15 10:48:25+00:00,3,True,2025-05-16 19:48:25+00:00,715.51,Organic,SEO Blog,2,May,Thursday,3,19,21,False,2,May,Thursday,3,20,10,False,2.0,May,Friday,4.0,20,19.0,False
5965,U05965,Asia Pacific,Mobile,2025-03-10 16:43:42+00:00,2025-03-16 10:43:42+00:00,5,True,2025-03-17 13:43:42+00:00,89.75,Tiktok Ads,UGC Campaign,1,March,Monday,0,11,16,False,1,March,Sunday,6,11,10,True,1.0,March,Monday,0.0,12,13.0,False
5966,U05966,Europe,Mobile,2025-06-09 12:23:00+00:00,2025-06-21 14:23:00+00:00,6,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Monday,0,24,12,False,2,June,Saturday,5,25,14,True,,,,,,,False
5967,U05967,Asia Pacific,Mobile,2025-06-04 18:47:02+00:00,2025-06-07 12:47:00+00:00,2,True,2025-06-07 16:47:02+00:00,1166.56,Google Ads,Brand Search,2,June,Wednesday,2,23,18,False,2,June,Saturday,5,23,12,True,2.0,June,Saturday,5.0,23,16.0,True
5968,U05968,Asia Pacific,Desktop,2025-04-10 03:36:00+00:00,2025-04-13 14:36:36+00:00,2,False,,0.0,Organic,Organic Landing,2,April,Thursday,3,15,3,False,2,April,Sunday,6,15,14,True,,,,,,,False
5969,U05969,South America,Mobile,2025-02-17 04:17:10+00:00,2025-02-25 22:17:10+00:00,6,False,,0.0,Tiktok Ads,Influencer Push,1,February,Monday,0,8,4,False,1,February,Tuesday,1,9,22,False,,,,,,,False
5970,U05970,North America,Tablet,2025-02-13 13:35:05+00:00,2025-02-19 01:35:05+00:00,4,False,,0.0,Facebook Ads,Lookalike Audience,1,February,Thursday,3,7,13,False,1,February,Wednesday,2,8,1,False,,,,,,,False
5971,U05971,Europe,Desktop,2025-04-16 17:49:46+00:00,2025-04-23 23:49:00+00:00,4,False,,0.0,Tiktok Ads,UGC Campaign,2,April,Wednesday,2,16,17,False,2,April,Wednesday,2,17,23,False,,,,,,,False
5972,U05972,Asia Pacific,Tablet,2025-01-14 11:33:46+00:00,2025-02-05 20:33:00+00:00,7,False,,0.0,Facebook Ads,Lookalike Audience,1,January,Tuesday,1,3,11,False,1,February,Wednesday,2,6,20,False,,,,,,,False
5973,U05973,Europe,Tablet,2025-05-28 10:02:00+00:00,2025-06-04 02:02:00+00:00,3,False,,0.0,Facebook Ads,Lookalike Audience,2,May,Wednesday,2,22,10,False,2,June,Wednesday,2,23,2,False,,,,,,,False
5974,U05974,Asia Pacific,Tablet,2025-04-10 16:21:46+00:00,2025-04-13 23:21:46+00:00,2,False,,0.0,Organic,SEO Blog,2,April,Thursday,3,15,16,False,2,April,Sunday,6,15,23,True,,,,,,,False
5975,U05975,North America,Tablet,2025-02-17 05:18:00+00:00,2025-02-22 22:18:45+00:00,5,False,,0.0,Facebook Ads,Winter Sale,1,February,Monday,0,8,5,False,1,February,Saturday,5,8,22,True,,,,,,,False
5976,U05976,Asia Pacific,Desktop,2025-05-16 12:38:00+00:00,2025-05-25 09:38:34+00:00,6,True,2025-05-26 04:38:34+00:00,231.54,Google Ads,Brand Search,2,May,Friday,4,20,12,False,2,May,Sunday,6,21,9,True,2.0,May,Monday,0.0,22,4.0,False
5977,U05977,Europe,Desktop,2025-03-24 14:48:54+00:00,2025-04-04 10:48:00+00:00,6,False,,0.0,Facebook Ads,Winter Sale,1,March,Monday,0,13,14,False,2,April,Friday,4,14,10,False,,,,,,,False
5978,U05978,Asia Pacific,Desktop,2025-01-28 13:54:59+00:00,2025-02-02 23:54:59+00:00,3,False,,0.0,Tiktok Ads,UGC Campaign,1,January,Tuesday,1,5,13,False,1,February,Sunday,6,5,23,True,,,,,,,False
5979,U05979,South America,Desktop,2025-04-21 03:08:00+00:00,2025-04-27 00:08:11+00:00,3,False,,0.0,Organic,SEO Blog,2,April,Monday,0,17,3,False,2,April,Sunday,6,17,0,True,,,,,,,False
5980,U05980,North America,Mobile,2025-06-09 22:42:00+00:00,2025-06-18 08:42:00+00:00,6,True,2025-06-20 10:42:00+00:00,447.56,Google Ads,Competitor Search,2,June,Monday,0,24,22,False,2,June,Wednesday,2,25,8,False,2.0,June,Friday,4.0,25,10.0,False
5981,U05981,Europe,Mobile,2025-01-16 23:55:42+00:00,2025-01-29 02:55:42+00:00,6,False,,0.0,Organic,Organic Landing,1,January,Thursday,3,3,23,False,1,January,Wednesday,2,5,2,False,,,,,,,False
5982,U05982,South America,Mobile,2025-05-07 07:06:17+00:00,2025-05-13 18:06:17+00:00,3,False,,0.0,Google Ads,Competitor Search,2,May,Wednesday,2,19,7,False,2,May,Tuesday,1,20,18,False,,,,,,,False
5983,U05983,Asia Pacific,Mobile,2025-02-18 16:16:00+00:00,2025-02-24 23:16:00+00:00,3,False,,0.0,Tiktok Ads,Influencer Push,1,February,Tuesday,1,8,16,False,1,February,Monday,0,9,23,False,,,,,,,False
5984,U05984,Asia Pacific,Desktop,2025-03-17 16:41:04+00:00,2025-03-22 04:41:04+00:00,4,False,,0.0,Tiktok Ads,Awareness Blast,1,March,Monday,0,12,16,False,1,March,Saturday,5,12,4,True,,,,,,,False
5985,U05985,Europe,Mobile,2025-04-04 15:58:00+00:00,2025-04-09 01:58:23+00:00,4,False,,0.0,Facebook Ads,Winter Sale,2,April,Friday,4,14,15,False,2,April,Wednesday,2,15,1,False,,,,,,,False
