,customer_key,user_id,region,primary_device,first_touch_date,last_touch_date,total_touchpoints,conversion_flag,conversion_date,customer_lifetime_revenue,acquisition_channel,acquisition_campaign
3932,3933,U03933,North America,Desktop,2025-05-29,2025-06-09,4,False,,0.0,Organic Search,Organic Landing
3933,3934,U03934,North America,Mobile,2025-05-29,2025-06-10,5,False,,0.0,TikTok Ads,Awareness Blast
3934,3935,U03935,Asia Pacific,Desktop,2025-01-15,2025-01-18,2,False,,0.0,Facebook Ads,Retargeting
3935,3936,U03936,North America,Mobile,2025-03-10,2025-03-28,7,True,2025-03-30,917.68,Organic Search,Organic Landing
3936,3937,U03937,South America,Desktop,2025-03-30,2025-04-03,4,False,,0.0,TikTok Ads,Influencer Push
3937,3938,U03938,Europe,Mobile,2025-03-01,2025-03-02,2,False,,0.0,TikTok Ads,UGC Campaign
3938,3939,U03939,Asia Pacific,Tablet,2025-05-16,2025-05-29,6,False,,0.0,Organic Search,Organic Landing
3939,3940,U03940,South America,Desktop,2025-04-20,2025-05-02,6,True,2025-05-04,1006.02,Facebook Ads,Winter Sale
3940,3941,U03941,South America,Desktop,2025-04-03,2025-04-16,6,False,,0.0,Organic Search,SEO Blog
3941,3942,U03942,Europe,Mobile,2025-02-25,2025-03-13,7,False,,0.0,Facebook Ads,Winter Sale
3942,3943,U03943,Asia Pacific,Mobile,2025-01-29,2025-02-11,8,False,,0.0,Facebook Ads,Winter Sale
3943,3944,U03944,South America,Tablet,2025-03-26,2025-04-02,5,True,2025-04-03,162.96,TikTok Ads,Awareness Blast
3944,3945,U03945,Europe,Tablet,2025-05-31,2025-06-03,3,False,,0.0,Facebook Ads,Lookalike Audience
3945,3946,U03946,Asia Pacific,Desktop,2025-05-17,2025-05-28,6,True,2025-05-25,529.45,TikTok Ads,Awareness Blast
3946,3947,U03947,South America,Desktop,2025-03-04,2025-03-19,6,False,,0.0,Facebook Ads,Winter Sale
3947,3948,U03948,South America,Desktop,2025-06-09,2025-06-15,4,False,,0.0,Google Ads,Brand Search
3948,3949,U03949,Europe,Tablet,2025-04-05,2025-04-06,2,False,,0.0,TikTok Ads,Awareness Blast
3949,3950,U03950,Europe,Desktop,2025-02-28,2025-03-14,4,False,,0.0,Google Ads,Competitor Search
3950,3951,U03951,Asia Pacific,Desktop,2025-05-13,2025-05-17,4,False,,0.0,Organic Search,Organic Landing
3951,3952,U03952,North America,Tablet,2025-02-18,2025-02-22,2,False,,0.0,Google Ads,Brand Search
3952,3953,U03953,Europe,Desktop,2025-02-13,2025-03-03,6,False,,0.0,Organic Search,SEO Blog
3953,3954,U03954,Europe,Tablet,2025-05-04,2025-05-06,2,False,,0.0,Google Ads,Competitor Search
3954,3955,U03955,North America,Desktop,2025-05-06,2025-05-10,2,False,,0.0,TikTok Ads,Influencer Push
3955,3956,U03956,Asia Pacific,Mobile,2025-01-14,2025-01-28,5,False,,0.0,Facebook Ads,Winter Sale
3956,3957,U03957,Europe,Mobile,2025-06-02,2025-06-13,6,False,,0.0,Organic Search,Organic Landing
3957,3958,U03958,South America,Tablet,2025-04-12,2025-04-29,7,False,,0.0,TikTok Ads,UGC Campaign
3958,3959,U03959,South America,Desktop,2025-04-03,2025-04-16,6,False,,0.0,Facebook Ads,Winter Sale
3959,3960,U03960,Asia Pacific,Desktop,2025-03-22,2025-04-01,6,False,,0.0,TikTok Ads,Awareness Blast
3960,3961,U03961,Asia Pacific,Tablet,2025-03-06,2025-03-16,6,False,,0.0,Organic Search,SEO Blog
3961,3962,U03962,North America,Desktop,2025-06-29,2025-07-17,8,False,,0.0,Organic Search,SEO Blog
3962,3963,U03963,Europe,Tablet,2025-04-03,2025-04-17,6,False,,0.0,TikTok Ads,Influencer Push
3963,3964,U03964,South America,Tablet,2025-06-28,2025-07-04,6,False,,0.0,Organic Search,Organic Landing
3964,3965,U03965,North America,Tablet,2025-01-17,2025-01-18,3,True,2025-01-20,642.58,Facebook Ads,Lookalike Audience
3965,3966,U03966,Europe,Desktop,2025-04-04,2025-04-14,4,False,,0.0,Google Ads,Competitor Search
3966,3967,U03967,Europe,Mobile,2025-04-05,2025-04-09,2,False,,0.0,Google Ads,Brand Search
3967,3968,U03968,Europe,Mobile,2025-01-30,2025-02-04,4,False,,0.0,Organic Search,SEO Blog
3968,3969,U03969,Asia Pacific,Desktop,2025-03-12,2025-03-18,4,False,,0.0,TikTok Ads,UGC Campaign
3969,3970,U03970,North America,Tablet,2025-03-26,2025-04-06,5,False,,0.0,Google Ads,Brand Search
3970,3971,U03971,North America,Mobile,2025-04-21,2025-04-30,6,False,,0.0,TikTok Ads,UGC Campaign
3971,3972,U03972,North America,Mobile,2025-06-26,2025-07-04,4,True,2025-07-05,634.14,Organic Search,SEO Blog
3972,3973,U03973,North America,Mobile,2025-01-12,2025-01-25,6,False,,0.0,Organic Search,SEO Blog
3973,3974,U03974,North America,Tablet,2025-05-19,2025-06-02,6,False,,0.0,TikTok Ads,Awareness Blast
3974,3975,U03975,Europe,Mobile,2025-02-21,2025-03-01,5,False,,0.0,Facebook Ads,Winter Sale
3975,3976,U03976,South America,Mobile,2025-02-20,2025-02-25,3,False,,0.0,Organic Search,Organic Landing
3976,3977,U03977,Europe,Tablet,2025-01-29,2025-02-08,4,False,,0.0,TikTok Ads,Awareness Blast
3977,3978,U03978,North America,Mobile,2025-06-18,2025-07-01,7,False,,0.0,Facebook Ads,Lookalike Audience
3978,3979,U03979,Asia Pacific,Tablet,2025-04-16,2025-04-27,7,True,2025-04-29,676.71,TikTok Ads,Influencer Push
3979,3980,U03980,Europe,Tablet,2025-03-11,2025-03-25,7,False,,0.0,Facebook Ads,Lookalike Audience
3980,3981,U03981,South America,Mobile,2025-01-28,2025-02-04,3,False,,0.0,Facebook Ads,Retargeting
3981,3982,U03982,South America,Tablet,2025-04-17,2025-04-20,2,False,,0.0,Facebook Ads,Retargeting
3982,3983,U03983,South America,Desktop,2025-01-30,2025-02-13,7,False,,0.0,TikTok Ads,Awareness Blast
3983,3984,U03984,North America,Mobile,2025-04-07,2025-04-21,6,False,,0.0,Organic Search,SEO Blog
3984,3985,U03985,Europe,Mobile,2025-01-25,2025-02-10,7,True,2025-02-12,537.48,Google Ads,Brand Search
3985,3986,U03986,Asia Pacific,Desktop,2025-03-23,2025-03-30,3,False,,0.0,TikTok Ads,Influencer Push
3986,3987,U03987,Asia Pacific,Desktop,2025-06-26,2025-07-04,5,True,2025-07-03,1059.08,TikTok Ads,UGC Campaign
3987,3988,U03988,Asia Pacific,Mobile,2025-01-11,2025-01-21,5,True,2025-01-22,607.37,Organic Search,Organic Landing
3988,3989,U03989,South America,Desktop,2025-06-18,2025-07-06,7,False,,0.0,Organic Search,SEO Blog
3989,3990,U03990,North America,Desktop,2025-05-17,2025-05-22,4,False,,0.0,Facebook Ads,Winter Sale
3990,3991,U03991,South America,Desktop,2025-05-01,2025-05-10,5,False,,0.0,Google Ads,Brand Search
3991,3992,U03992,North America,Tablet,2025-03-31,2025-04-07,4,True,2025-04-09,777.68,TikTok Ads,UGC Campaign
3992,3993,U03993,Europe,Tablet,2025-02-14,2025-02-22,6,False,,0.0,Organic Search,SEO Blog
3993,3994,U03994,Europe,Desktop,2025-01-17,2025-01-24,3,False,,0.0,Facebook Ads,Retargeting
3994,3995,U03995,Europe,Mobile,2025-01-02,2025-01-06,4,False,,0.0,Organic Search,SEO Blog
3995,3996,U03996,Asia Pacific,Tablet,2025-05-28,2025-05-31,2,False,,0.0,Google Ads,Generic Search
3996,3997,U03997,Europe,Tablet,2025-02-16,2025-02-28,7,True,2025-02-28,545.4,Organic Search,SEO Blog
3997,3998,U03998,Europe,Mobile,2025-06-25,2025-07-02,4,False,,0.0,TikTok Ads,UGC Campaign
3998,3999,U03999,North America,Mobile,2025-01-16,2025-01-25,4,False,,0.0,Google Ads,Competitor Search
3999,4000,U04000,North America,Mobile,2025-04-11,2025-04-21,5,False,,0.0,Organic Search,Organic Landing
4000,4001,U04001,North America,Mobile,2025-02-12,2025-02-25,6,True,2025-02-26,684.62,Organic Search,SEO Blog
4001,4002,U04002,South America,Mobile,2025-06-17,2025-06-21,3,False,,0.0,TikTok Ads,UGC Campaign
4002,4003,U04003,North America,Desktop,2025-05-25,2025-06-03,6,False,,0.0,Google Ads,Generic Search
4003,4004,U04004,Asia Pacific,Tablet,2025-03-11,2025-03-20,5,True,2025-03-20,689.15,TikTok Ads,Awareness Blast
4004,4005,U04005,North America,Mobile,2025-02-19,2025-02-23,2,True,2025-02-25,1197.81,TikTok Ads,Influencer Push
4005,4006,U04006,South America,Tablet,2025-04-06,2025-04-20,7,False,,0.0,Google Ads,Generic Search
4006,4007,U04007,Europe,Tablet,2025-05-09,2025-05-18,6,False,,0.0,Organic Search,Organic Landing
4007,4008,U04008,South America,Mobile,2025-04-17,2025-04-29,5,True,2025-04-30,913.44,Organic Search,SEO Blog
4008,4009,U04009,North America,Tablet,2025-04-30,2025-05-07,4,False,,0.0,Organic Search,Organic Landing
4009,4010,U04010,North America,Tablet,2025-04-05,2025-04-17,4,False,,0.0,TikTok Ads,Awareness Blast
4010,4011,U04011,Europe,Desktop,2025-03-23,2025-03-30,5,False,,0.0,Organic Search,Organic Landing
4011,4012,U04012,Europe,Tablet,2025-04-19,2025-04-29,3,False,,0.0,Google Ads,Competitor Search
4012,4013,U04013,Europe,Mobile,2025-02-12,2025-02-18,3,False,,0.0,TikTok Ads,Awareness Blast
4013,4014,U04014,Asia Pacific,Desktop,2025-04-11,2025-04-29,6,False,,0.0,Google Ads,Competitor Search
4014,4015,U04015,North America,Mobile,2025-05-19,2025-05-26,3,False,,0.0,TikTok Ads,Influencer Push
4015,4016,U04016,Europe,Tablet,2025-06-12,2025-06-24,5,False,,0.0,Organic Search,SEO Blog
4016,4017,U04017,North America,Tablet,2025-01-25,2025-01-31,3,False,,0.0,Google Ads,Brand Search
4017,4018,U04018,North America,Mobile,2025-02-09,2025-02-13,2,False,,0.0,Google Ads,Brand Search
4018,4019,U04019,North America,Mobile,2025-01-26,2025-01-26,2,False,,0.0,Google Ads,Brand Search
4019,4020,U04020,Europe,Tablet,2025-03-01,2025-03-16,7,False,,0.0,Organic Search,Organic Landing
4020,4021,U04021,Asia Pacific,Desktop,2025-04-28,2025-05-15,6,False,,0.0,Google Ads,Competitor Search
4021,4022,U04022,Asia Pacific,Desktop,2025-05-19,2025-05-23,3,False,,0.0,TikTok Ads,Influencer Push
4022,4023,U04023,Asia Pacific,Desktop,2025-02-28,2025-03-09,7,False,,0.0,Google Ads,Generic Search
4023,4024,U04024,South America,Tablet,2025-03-20,2025-03-30,6,False,,0.0,TikTok Ads,UGC Campaign
4024,4025,U04025,Asia Pacific,Mobile,2025-06-25,2025-07-13,7,False,,0.0,Organic Search,SEO Blog
4025,4026,U04026,Europe,Tablet,2025-02-01,2025-02-02,2,False,,0.0,Facebook Ads,Winter Sale
4026,4027,U04027,South America,Tablet,2025-06-07,2025-06-13,4,False,,0.0,Organic Search,SEO Blog
4027,4028,U04028,Europe,Tablet,2025-03-06,2025-03-24,7,False,,0.0,Organic Search,Organic Landing
4028,4029,U04029,South America,Mobile,2025-03-31,2025-03-31,2,False,,0.0,TikTok Ads,Awareness Blast
4029,4030,U04030,South America,Mobile,2025-03-23,2025-04-01,3,False,,0.0,Google Ads,Brand Search
4030,4031,U04031,South America,Desktop,2025-04-15,2025-04-29,6,False,,0.0,TikTok Ads,Awareness Blast
4031,4032,U04032,Asia Pacific,Desktop,2025-04-26,2025-04-29,3,False,,0.0,Google Ads,Competitor Search
4032,4033,U04033,North America,Tablet,2025-03-11,2025-03-24,6,False,,0.0,Organic Search,Organic Landing
4033,4034,U04034,South America,Tablet,2025-06-11,2025-06-24,4,True,2025-06-25,541.74,Facebook Ads,Retargeting
4034,4035,U04035,North America,Tablet,2025-02-20,2025-02-26,4,False,,0.0,Organic Search,SEO Blog
4035,4036,U04036,South America,Tablet,2025-06-25,2025-07-04,4,False,,0.0,Organic Search,Organic Landing
4036,4037,U04037,Asia Pacific,Tablet,2025-05-08,2025-05-19,4,False,,0.0,Organic Search,SEO Blog
4037,4038,U04038,South America,Tablet,2025-05-21,2025-05-27,3,False,,0.0,Google Ads,Competitor Search
4038,4039,U04039,Europe,Tablet,2025-04-17,2025-04-27,6,False,,0.0,TikTok Ads,Influencer Push
4039,4040,U04040,North America,Mobile,2025-05-02,2025-05-05,3,False,,0.0,TikTok Ads,Awareness Blast
4040,4041,U04041,Europe,Desktop,2025-04-26,2025-05-07,4,False,,0.0,Google Ads,Competitor Search
4041,4042,U04042,Europe,Desktop,2025-02-26,2025-02-26,3,False,,0.0,Organic Search,Organic Landing
4042,4043,U04043,North America,Tablet,2025-06-13,2025-07-01,6,False,,0.0,Google Ads,Competitor Search
4043,4044,U04044,South America,Desktop,2025-04-08,2025-04-17,4,False,,0.0,Organic Search,SEO Blog
4044,4045,U04045,South America,Mobile,2025-01-28,2025-02-01,3,False,,0.0,Organic Search,SEO Blog
4045,4046,U04046,Asia Pacific,Desktop,2025-03-28,2025-04-10,6,False,,0.0,TikTok Ads,Influencer Push
4046,4047,U04047,Asia Pacific,Desktop,2025-02-24,2025-02-26,3,False,,0.0,Google Ads,Competitor Search
4047,4048,U04048,North America,Desktop,2025-02-24,2025-03-02,5,True,2025-03-01,473.86,TikTok Ads,UGC Campaign
4048,4049,U04049,North America,Desktop,2025-06-01,2025-06-13,4,False,,0.0,TikTok Ads,Influencer Push
4049,4050,U04050,Europe,Desktop,2025-01-13,2025-01-18,5,False,,0.0,TikTok Ads,UGC Campaign
4050,4051,U04051,Asia Pacific,Desktop,2025-01-19,2025-02-02,6,True,2025-02-03,492.89,TikTok Ads,Influencer Push
4051,4052,U04052,Asia Pacific,Mobile,2025-04-27,2025-05-01,3,True,2025-05-02,1043.63,Organic Search,Organic Landing
4052,4053,U04053,Asia Pacific,Tablet,2025-05-02,2025-05-06,3,True,2025-05-07,677.57,Google Ads,Competitor Search
4053,4054,U04054,Asia Pacific,Tablet,2025-01-30,2025-02-04,3,False,,0.0,TikTok Ads,Influencer Push
4054,4055,U04055,South America,Tablet,2025-01-18,2025-01-27,5,True,2025-01-29,1162.22,TikTok Ads,UGC Campaign
4055,4056,U04056,North America,Tablet,2025-02-12,2025-02-22,6,True,2025-02-24,412.83,Organic Search,Organic Landing
4056,4057,U04057,Asia Pacific,Mobile,2025-01-18,2025-01-25,5,False,,0.0,Facebook Ads,Winter Sale
4057,4058,U04058,North America,Desktop,2025-06-21,2025-06-22,3,False,,0.0,Google Ads,Competitor Search
4058,4059,U04059,Asia Pacific,Tablet,2025-02-06,2025-02-10,2,False,,0.0,Organic Search,SEO Blog
4059,4060,U04060,North America,Tablet,2025-01-13,2025-01-18,3,False,,0.0,Google Ads,Competitor Search
4060,4061,U04061,Europe,Tablet,2025-03-23,2025-04-01,3,False,,0.0,TikTok Ads,Influencer Push
4061,4062,U04062,South America,Desktop,2025-02-20,2025-03-02,4,True,2025-02-26,1170.55,Google Ads,Competitor Search
4062,4063,U04063,North America,Desktop,2025-04-19,2025-04-25,4,False,,0.0,Google Ads,Brand Search
4063,4064,U04064,North America,Desktop,2025-03-20,2025-03-21,2,False,,0.0,TikTok Ads,Influencer Push
4064,4065,U04065,South America,Tablet,2025-01-17,2025-01-23,3,False,,0.0,Google Ads,Competitor Search
4065,4066,U04066,North America,Tablet,2025-04-01,2025-04-11,4,True,2025-04-05,691.75,TikTok Ads,Awareness Blast
4066,4067,U04067,North America,Desktop,2025-05-28,2025-06-10,5,False,,0.0,TikTok Ads,UGC Campaign
4067,4068,U04068,Asia Pacific,Desktop,2025-03-12,2025-03-22,4,False,,0.0,Google Ads,Brand Search
4068,4069,U04069,North America,Desktop,2025-01-29,2025-02-01,3,False,,0.0,Google Ads,Competitor Search
4069,4070,U04070,South America,Mobile,2025-05-14,2025-05-19,3,False,,0.0,Facebook Ads,Retargeting
4070,4071,U04071,Europe,Mobile,2025-02-14,2025-02-16,2,False,,0.0,Facebook Ads,Winter Sale
4071,4072,U04072,South America,Desktop,2025-01-03,2025-01-11,5,False,,0.0,TikTok Ads,Awareness Blast
4072,4073,U04073,South America,Tablet,2025-01-19,2025-01-30,5,False,,0.0,TikTok Ads,UGC Campaign
4073,4074,U04074,Europe,Tablet,2025-05-24,2025-05-26,3,False,,0.0,TikTok Ads,UGC Campaign
4074,4075,U04075,Europe,Mobile,2025-04-18,2025-04-20,2,True,2025-04-20,524.18,Google Ads,Brand Search
4075,4076,U04076,South America,Tablet,2025-04-09,2025-04-24,6,False,,0.0,Organic Search,SEO Blog
4076,4077,U04077,North America,Desktop,2025-05-12,2025-05-15,2,False,,0.0,Organic Search,SEO Blog
4077,4078,U04078,South America,Mobile,2025-06-26,2025-06-29,2,False,,0.0,Google Ads,Brand Search
4078,4079,U04079,Asia Pacific,Tablet,2025-06-04,2025-06-07,2,False,,0.0,Facebook Ads,Lookalike Audience
4079,4080,U04080,South America,Desktop,2025-05-19,2025-05-21,3,False,,0.0,Organic Search,Organic Landing
4080,4081,U04081,Europe,Tablet,2025-06-04,2025-06-11,3,True,2025-06-13,601.45,Organic Search,SEO Blog
4081,4082,U04082,South America,Desktop,2025-02-15,2025-02-25,5,False,,0.0,Google Ads,Competitor Search
4082,4083,U04083,Europe,Desktop,2025-03-03,2025-03-04,2,True,2025-03-05,537.52,Facebook Ads,Retargeting
4083,4084,U04084,North America,Mobile,2025-02-04,2025-02-16,5,False,,0.0,Facebook Ads,Lookalike Audience
4084,4085,U04085,Europe,Mobile,2025-02-25,2025-02-27,3,False,,0.0,Google Ads,Generic Search
4085,4086,U04086,South America,Mobile,2025-04-17,2025-04-28,5,False,,0.0,Organic Search,SEO Blog
4086,4087,U04087,Asia Pacific,Mobile,2025-03-27,2025-04-06,6,False,,0.0,Facebook Ads,Winter Sale
4087,4088,U04088,North America,Desktop,2025-03-23,2025-03-30,3,False,,0.0,Google Ads,Brand Search
4088,4089,U04089,North America,Desktop,2025-06-22,2025-06-25,2,True,2025-06-26,1154.87,TikTok Ads,Awareness Blast
4089,4090,U04090,North America,Desktop,2025-04-17,2025-04-19,2,False,,0.0,TikTok Ads,Awareness Blast
4090,4091,U04091,Europe,Mobile,2025-06-02,2025-06-11,7,True,2025-06-11,240.45,Organic Search,SEO Blog
4091,4092,U04092,North America,Mobile,2025-03-15,2025-03-30,7,False,,0.0,Google Ads,Competitor Search
4092,4093,U04093,South America,Desktop,2025-01-09,2025-01-23,6,False,,0.0,TikTok Ads,Influencer Push
4093,4094,U04094,Asia Pacific,Mobile,2025-05-15,2025-05-24,5,False,,0.0,Facebook Ads,Lookalike Audience
4094,4095,U04095,South America,Tablet,2025-01-21,2025-01-25,2,False,,0.0,TikTok Ads,Influencer Push
4095,4096,U04096,Asia Pacific,Tablet,2025-04-19,2025-05-06,5,True,2025-05-09,501.24,TikTok Ads,Influencer Push
4096,4097,U04097,Asia Pacific,Tablet,2025-03-23,2025-04-10,7,False,,0.0,Google Ads,Competitor Search
4097,4098,U04098,North America,Tablet,2025-03-21,2025-03-30,5,False,,0.0,Organic Search,Organic Landing
4098,4099,U04099,North America,Mobile,2025-06-06,2025-06-17,6,False,,0.0,Google Ads,Generic Search
4099,4100,U04100,North America,Desktop,2025-06-14,2025-06-17,2,True,2025-06-19,454.17,Facebook Ads,Lookalike Audience
4100,4101,U04101,Europe,Desktop,2025-05-12,2025-05-29,6,False,,0.0,TikTok Ads,Awareness Blast
4101,4102,U04102,North America,Desktop,2025-01-02,2025-01-05,2,True,2025-01-06,679.01,Facebook Ads,Lookalike Audience
4102,4103,U04103,South America,Tablet,2025-03-07,2025-03-22,7,False,,0.0,Facebook Ads,Retargeting
4103,4104,U04104,Europe,Mobile,2025-01-28,2025-02-15,6,False,,0.0,Facebook Ads,Retargeting
4104,4105,U04105,South America,Tablet,2025-04-16,2025-04-19,3,False,,0.0,Organic Search,Organic Landing
4105,4106,U04106,North America,Mobile,2025-05-24,2025-05-26,2,False,,0.0,Organic Search,Organic Landing
4106,4107,U04107,Asia Pacific,Mobile,2025-04-22,2025-04-30,4,False,,0.0,Google Ads,Brand Search
4107,4108,U04108,North America,Desktop,2025-05-26,2025-05-28,2,False,,0.0,Facebook Ads,Retargeting
4108,4109,U04109,Asia Pacific,Desktop,2025-05-03,2025-05-11,5,False,,0.0,Google Ads,Generic Search
4109,4110,U04110,North America,Tablet,2025-06-10,2025-06-20,4,False,,0.0,Google Ads,Competitor Search
4110,4111,U04111,Europe,Desktop,2025-03-16,2025-03-28,5,True,2025-03-28,196.79,Facebook Ads,Lookalike Audience
4111,4112,U04112,South America,Mobile,2025-05-06,2025-05-19,7,False,,0.0,Facebook Ads,Retargeting
4112,4113,U04113,South America,Desktop,2025-03-19,2025-03-21,2,True,2025-03-23,437.63,TikTok Ads,Influencer Push
4113,4114,U04114,Europe,Mobile,2025-06-03,2025-06-09,3,False,,0.0,Organic Search,SEO Blog
4114,4115,U04115,Asia Pacific,Tablet,2025-04-02,2025-04-13,5,False,,0.0,Organic Search,SEO Blog
4115,4116,U04116,South America,Desktop,2025-01-03,2025-01-07,2,False,,0.0,Organic Search,Organic Landing
4116,4117,U04117,North America,Tablet,2025-04-13,2025-04-18,3,False,,0.0,Organic Search,SEO Blog
4117,4118,U04118,Europe,Mobile,2025-01-23,2025-02-05,7,False,,0.0,Google Ads,Generic Search
4118,4119,U04119,Europe,Desktop,2025-06-26,2025-07-03,3,True,2025-07-04,814.42,Facebook Ads,Lookalike Audience
4119,4120,U04120,Asia Pacific,Mobile,2025-01-04,2025-01-06,3,False,,0.0,Facebook Ads,Winter Sale
4120,4121,U04121,North America,Tablet,2025-02-03,2025-02-04,2,True,2025-02-03,1026.88,Google Ads,Brand Search
4121,4122,U04122,South America,Tablet,2025-04-12,2025-04-20,3,True,2025-04-12,413.86,Google Ads,Competitor Search
4122,4123,U04123,North America,Desktop,2025-01-01,2025-01-13,6,False,,0.0,Facebook Ads,Lookalike Audience
4123,4124,U04124,South America,Mobile,2025-04-18,2025-05-09,7,False,,0.0,Facebook Ads,Winter Sale
4124,4125,U04125,South America,Tablet,2025-01-15,2025-02-04,7,False,,0.0,Google Ads,Brand Search
4125,4126,U04126,South America,Desktop,2025-04-10,2025-04-19,5,False,,0.0,TikTok Ads,UGC Campaign
4126,4127,U04127,Asia Pacific,Mobile,2025-03-03,2025-03-06,2,False,,0.0,Google Ads,Brand Search
4127,4128,U04128,North America,Tablet,2025-03-27,2025-04-14,7,False,,0.0,Organic Search,Organic Landing
4128,4129,U04129,North America,Tablet,2025-05-12,2025-05-24,5,False,,0.0,Facebook Ads,Winter Sale
4129,4130,U04130,Asia Pacific,Tablet,2025-04-20,2025-05-06,7,False,,0.0,Google Ads,Generic Search
4130,4131,U04131,South America,Mobile,2025-01-24,2025-01-30,5,True,2025-02-01,649.89,Google Ads,Generic Search
4131,4132,U04132,South America,Desktop,2025-05-25,2025-06-05,5,False,,0.0,TikTok Ads,Awareness Blast
4132,4133,U04133,Europe,Desktop,2025-03-15,2025-03-23,6,False,,0.0,TikTok Ads,Awareness Blast
4133,4134,U04134,South America,Desktop,2025-02-24,2025-03-05,4,True,2025-03-07,840.57,Facebook Ads,Winter Sale
4134,4135,U04135,South America,Mobile,2025-01-27,2025-02-08,7,False,,0.0,Facebook Ads,Lookalike Audience
4135,4136,U04136,North America,Tablet,2025-04-14,2025-04-28,5,False,,0.0,Organic Search,SEO Blog
4136,4137,U04137,South America,Mobile,2025-01-02,2025-01-12,4,False,,0.0,Google Ads,Competitor Search
4137,4138,U04138,South America,Tablet,2025-06-17,2025-06-30,7,False,,0.0,Facebook Ads,Retargeting
4138,4139,U04139,Asia Pacific,Tablet,2025-03-26,2025-04-05,6,False,,0.0,Facebook Ads,Retargeting
4139,4140,U04140,Europe,Tablet,2025-02-10,2025-02-21,5,False,,0.0,TikTok Ads,UGC Campaign
4140,4141,U04141,South America,Desktop,2025-06-13,2025-06-17,3,False,,0.0,Facebook Ads,Winter Sale
4141,4142,U04142,South America,Desktop,2025-05-27,2025-06-08,5,True,2025-06-04,835.45,TikTok Ads,Awareness Blast
4142,4143,U04143,North America,Mobile,2025-04-15,2025-05-02,7,True,2025-05-02,677.31,Facebook Ads,Winter Sale
4143,4144,U04144,Asia Pacific,Tablet,2025-06-08,2025-06-12,4,False,,0.0,Facebook Ads,Winter Sale
4144,4145,U04145,North America,Mobile,2025-02-25,2025-03-09,5,False,,0.0,Organic Search,SEO Blog
4145,4146,U04146,Asia Pacific,Desktop,2025-02-06,2025-02-12,3,False,,0.0,Google Ads,Brand Search
4146,4147,U04147,South America,Mobile,2025-06-11,2025-06-17,4,False,,0.0,TikTok Ads,UGC Campaign
4147,4148,U04148,Asia Pacific,Mobile,2025-05-21,2025-06-04,6,False,,0.0,Organic Search,SEO Blog
4148,4149,U04149,Europe,Desktop,2025-04-28,2025-05-04,4,False,,0.0,Google Ads,Generic Search
4149,4150,U04150,North America,Desktop,2025-05-14,2025-05-15,2,False,,0.0,TikTok Ads,Awareness Blast
4150,4151,U04151,South America,Mobile,2025-03-11,2025-03-14,2,False,,0.0,Google Ads,Brand Search
4151,4152,U04152,Asia Pacific,Tablet,2025-04-01,2025-04-12,6,False,,0.0,Organic Search,SEO Blog
4152,4153,U04153,Europe,Tablet,2025-02-04,2025-02-22,8,False,,0.0,Google Ads,Generic Search
4153,4154,U04154,Europe,Desktop,2025-03-12,2025-03-27,7,True,2025-03-25,356.02,Google Ads,Brand Search
4154,4155,U04155,Asia Pacific,Mobile,2025-01-15,2025-01-27,5,False,,0.0,TikTok Ads,Awareness Blast
4155,4156,U04156,North America,Desktop,2025-05-22,2025-06-05,6,False,,0.0,Facebook Ads,Retargeting
4156,4157,U04157,South America,Desktop,2025-04-30,2025-05-09,4,False,,0.0,TikTok Ads,UGC Campaign
4157,4158,U04158,Europe,Desktop,2025-01-11,2025-01-19,3,False,,0.0,Google Ads,Generic Search
4158,4159,U04159,Europe,Tablet,2025-03-23,2025-04-04,7,True,2025-04-07,159.99,Organic Search,SEO Blog
4159,4160,U04160,Europe,Desktop,2025-06-21,2025-06-22,2,False,,0.0,TikTok Ads,Influencer Push
4160,4161,U04161,South America,Tablet,2025-01-17,2025-01-29,6,True,2025-01-30,738.82,Organic Search,SEO Blog
4161,4162,U04162,South America,Desktop,2025-01-17,2025-01-19,3,True,2025-01-21,246.89,Organic Search,Organic Landing
4162,4163,U04163,South America,Tablet,2025-03-18,2025-03-19,3,True,2025-03-19,1163.84,Organic Search,Organic Landing
4163,4164,U04164,Europe,Mobile,2025-05-03,2025-05-19,8,False,,0.0,TikTok Ads,Awareness Blast
4164,4165,U04165,South America,Desktop,2025-03-09,2025-03-25,7,False,,0.0,Facebook Ads,Winter Sale
4165,4166,U04166,Europe,Tablet,2025-02-04,2025-02-19,6,False,,0.0,TikTok Ads,Awareness Blast
4166,4167,U04167,South America,Tablet,2025-04-19,2025-04-21,2,False,,0.0,Google Ads,Brand Search
4167,4168,U04168,Asia Pacific,Desktop,2025-03-08,2025-03-10,3,False,,0.0,Organic Search,Organic Landing
4168,4169,U04169,South America,Desktop,2025-03-02,2025-03-18,8,False,,0.0,TikTok Ads,UGC Campaign
4169,4170,U04170,Asia Pacific,Mobile,2025-05-24,2025-05-30,4,False,,0.0,Facebook Ads,Retargeting
4170,4171,U04171,Asia Pacific,Desktop,2025-03-25,2025-04-04,5,False,,0.0,Facebook Ads,Winter Sale
4171,4172,U04172,Asia Pacific,Mobile,2025-04-23,2025-04-27,2,False,,0.0,Facebook Ads,Lookalike Audience
4172,4173,U04173,Europe,Tablet,2025-04-19,2025-05-01,5,False,,0.0,TikTok Ads,Awareness Blast
